Title,Genre,IMDB Rating,Rating
The Kissing Booth 2,"Comedy, Romance",5.7,TV-14
The Knight Before Christmas,"Adventure, Comedy, Drama",5.6,TV-PG
The Lake House,"Drama, Fantasy, Romance",6.8,PG
The Land,Drama,6.5,R
The Land of Steady Habits,"Comedy, Drama",6.2,TV-MA
The Last Airbender,"Action, Adventure, Family",4.0,PG
The Last Boy Scout,"Action, Comedy, Crime",7.0,R
The Last Days of American Crime,"Action, Crime, Drama",3.7,TV-MA
The Last Days of Chez Nous,"Comedy, Drama, Romance",6.6,R
The Last Exorcism,"Horror, Mystery, Thriller",5.7,PG-13
The Last Face,"Drama, Romance, War",5.0,R
The Last Laugh,Comedy,5.6,TV-MA
The Last Man on the Moon,"Documentary, Adventure, Biography",7.4,TV-MA
The Last Summer,"Comedy, Romance",5.6,TV-14
The Last Thing He Wanted,"Crime, Drama, Thriller",4.3,R
The Last Whistle,"Drama, Sport",5.1,PG
The Late Bloomer,"Comedy, Drama, Romance",5.2,R
The Laundromat,"Comedy, Crime, Drama",6.3,R
The Legacy of a Whitetail Deer Hunter,"Comedy, Drama",5.5,TV-14
The Legend of Bhagat Singh,"Action, Biography, Drama",8.1,Not Rated
The Lift Boy,"Comedy, Drama",7.2,TV-MA
The Little Hours,"Comedy, Romance",5.8,R
The Little Mermaid,"Animation, Family, Fantasy",7.6,G
The Little Prince,"Family, Fantasy, Musical",6.5,G
The Little Vampire,"Adventure, Comedy, Family",5.8,PG
The Lobster,"Comedy, Drama, Romance",7.2,R
The Lodgers,"Drama, Horror, Mystery",5.1,R
The Long Dumb Road,Comedy,6.1,R
The Longest Yard,"Comedy, Crime, Sport",6.4,PG-13
The Longshots,"Biography, Comedy, Drama",5.5,PG
The Lord of the Rings: The Return of the King,"Action, Adventure, Drama",8.9,PG-13
The Lord of the Rings: The Two Towers,"Action, Adventure, Drama",8.7,PG-13
The Lost Husband,"Drama, Romance",6.1,PG-13
The Love Guru,"Comedy, Romance, Sport",3.8,PG-13
The Lovebirds,"Action, Comedy, Crime",6.1,R
The Lovers,"Comedy, Drama, Romance",6.1,R
Rasputin: The Mad Monk,"Biography, Drama, Horror",6.2,Not Rated
The Magic Pill,Documentary,7.1,TV-14
The Magic School Bus Rides Again in the Zone,"Animation, Adventure, Comedy, Family",6.1,TV-Y
The Magic School Bus Rides Again: Kids in Space,"Animation, Adventure, Comedy",6.2,TV-Y
The Main Event,"Comedy, Romance, Sport",5.6,PG
The Mansion,Thriller,5.0,Not Rated
The Mask of Zorro,"Action, Adventure, Comedy",6.8,PG-13
The Massively Mixed-Up Middle School Mystery,"Comedy, Mystery",7.2,TV-G
The Master,Drama,7.2,R
The Match,"Comedy, Romance, Sport",6.3,PG-13
The Matrix,"Action, Sci-Fi",8.7,R
The Matrix Reloaded,"Action, Sci-Fi",7.2,R
The Matrix Revolutions,"Action, Sci-Fi",6.8,R
"The Mayo Clinic, Faith, Hope and Science","Documentary, History",7.9,TV-PG
The Mayor,Comedy,5.6,TV-PG
The Men Who Stare at Goats,"Comedy, War",6.2,R
The Meyerowitz Stories (New and Selected),"Comedy, Drama",6.9,TV-MA
The Midnight Sky,"Drama, Fantasy, Sci-Fi",5.6,PG-13
The Millions,"Comedy, Thriller",5.5,TV-MA
The Mistress,Drama,6.4,Not Rated
The Model,Drama,5.8,Unrated
The Monster,"Drama, Fantasy, Horror",5.4,R
The Most Hated Woman in America,"Biography, Drama, History",6.1,TV-MA
The Muppets,"Adventure, Comedy, Family",7.1,PG
The Naked Gun: From the Files of Police Squad!,"Comedy, Crime",7.6,PG-13
The Natural,"Drama, Sport",7.5,PG
The New Romantic,"Comedy, Drama, Romance",5.7,Not Rated
The Next Karate Kid,"Action, Drama, Family",4.5,PG
The Night Clerk,"Crime, Drama, Mystery",5.5,R
The Night Comes for Us,"Action, Thriller",7.0,TV-MA
The Nut Job,"Animation, Adventure, Comedy",5.7,PG
The Nutcracker and the Four Realms,"Adventure, Family, Fantasy",5.6,PG
The Old Guard,"Action, Adventure, Fantasy",6.7,R
The One I Love,"Comedy, Drama, Romance",7.1,R
The Open House,"Horror, Thriller",3.2,TV-MA
The Original Kings of Comedy,"Comedy, Documentary",6.8,R
The Other,"Drama, Horror, Mystery",6.9,PG
The Other Guys,"Action, Comedy, Crime",6.7,PG-13
The Other Side of the Wind,Drama,6.8,R
The Ottoman Lieutenant,"Drama, War",6.5,R
The Outcasts,Comedy,5.5,PG-13
The Outpost,"Action, Drama, History",6.8,R
The Outsider,"Crime, Drama, Fantasy",7.7,TV-MA
The Package,"Comedy, Thriller",5.5,TV-MA
The Parole Officer,"Comedy, Crime",6.4,R
The Pass,"Drama, Romance",6.5,Not Rated
The Peacemaker,"Action, Thriller",6.0,R
The Pelican Brief,"Crime, Drama, Mystery",6.6,PG-13
The Perfect Date,"Comedy, Romance",5.8,TV-14
The Perfection,"Drama, Horror, Music",6.2,TV-MA
The Perks of Being a Wallflower,"Drama, Romance",7.9,PG-13
The Phantom of the Opera,"Drama, Musical, Romance",7.2,PG-13
The Physician,"Adventure, Drama, History",7.2,R
The Pink Panther,"Adventure, Comedy, Crime",5.7,PG
The Pirate Fairy,"Animation, Adventure, Family, Fantasy",6.6,G
The Pirates of Somalia,"Biography, Drama",6.8,R
The Pixar Story,Documentary,7.8,G
The Place Beyond the Pines,"Crime, Drama, Thriller",7.3,R
The Player,"Comedy, Crime, Drama",7.5,R
The Polar Express,"Animation, Adventure, Comedy",6.6,G
The Polka King,"Biography, Comedy, Drama",5.9,TV-14
The Prince,"Action, Thriller",4.6,R
The Prince,"Action, Thriller",4.6,R
The Princess and the Frog,"Animation, Adventure, Comedy",7.1,G
The Princess Switch: Switched Again,"Comedy, Drama, Family",5.4,TV-G
The Professor and the Madman,"Biography, Drama",7.3,Not Rated
The Prom,"Comedy, Drama, Musical",5.9,PG-13
The Promise,"Action, Adventure, Drama",6.0,PG-13
The Pursuit of Happyness,"Biography, Drama",8.0,PG-13
The Rainmaker,"Crime, Drama, Thriller",7.2,PG-13
The Real Miyagi,"Documentary, Action, Biography",7.1,TV-14
The Rebound,"Comedy, Romance",6.3,R
The Red Sea Diving Resort,"Drama, History, Thriller",6.6,TV-MA
The Reliant,Action,3.6,PG-13
The Rezort,"Horror, Sci-Fi, Thriller",5.3,Not Rated
The Ridiculous 6,"Action, Adventure, Comedy",4.8,TV-14
The Right One,"Comedy, Romance",5.1,R
The Ring,"Horror, Mystery",7.1,PG-13
The Riot Club,"Drama, Thriller",6.0,R
The Ritual,"Horror, Mystery, Thriller",6.3,TV-MA
The River Thief,"Action, Adventure, Crime",5.3,Not Rated
The River Wild,"Adventure, Crime, Thriller",6.4,PG-13
The Roommate,Thriller,4.8,PG-13
The Rover,"Action, Crime, Drama",6.4,R
The Royal Hibiscus Hotel,"Comedy, Romance",5.5,TV-PG
The Rugrats Movie,"Animation, Adventure, Comedy",5.9,G
The Rum Diary,"Comedy, Drama",6.2,R
The Runaways,"Biography, Drama, Music",6.5,R
The Runner,Drama,4.7,R
The Russian Revolution,"Documentary, History",6.5,TV-14
Taboo American Style 1: The Ruthless Beginning,"Adult, Drama, Romance",7.1,X
The Ryan White Story,"Biography, Drama",7.3,Not Rated
The Saint,"Action, Adventure, Romance",6.2,PG-13
The Salvation,"Action, Drama, Thriller",6.7,R
The Sapphires,"Biography, Comedy, Drama",7.0,PG-13
The Score,"Action, Crime, Drama",6.8,R
The Sea of Trees,"Drama, Fantasy, Mystery",6.1,PG-13
The Secret Life of Pets 2,"Animation, Adventure, Comedy",6.5,PG
The Set Up,"Action, Drama, Thriller",4.9,R
The Short Game,"Documentary, Sport",7.3,PG
The Siege of Jadotville,"Action, Drama, History",7.2,TV-MA
The Signal,"Drama, Mystery, Sci-Fi",6.1,PG-13
The Silence,"Drama, Horror, Sci-Fi",5.3,PG-13
The Sinking of Van Der Wijck,"Drama, Romance",7.6,TV-14
The Sleepover,"Action, Adventure, Comedy",5.7,TV-PG
The Smurfs,"Animation, Adventure, Comedy",5.4,PG
The Smurfs 2,"Animation, Adventure, Comedy",5.3,PG
The Social Dilemma,"Documentary, Drama",7.6,PG-13
The Social Network,"Biography, Drama",7.7,PG-13
The Son,"Drama, Western",7.5,TV-14
The Space Between Us,"Drama, Romance, Sci-Fi",6.4,PG-13
The Spectacular Now,"Comedy, Drama, Romance",7.1,R
The Spiderwick Chronicles,"Action, Adventure, Drama",6.5,PG
The Spy Next Door,"Action, Comedy, Family",5.5,PG
The Square,"Comedy, Drama",7.2,R
The Squid and the Whale,"Comedy, Drama",7.3,R
The Stand at Paxton County,"Drama, Thriller",6.4,R
The Stanford Prison Experiment,"Biography, Drama, History",6.9,R
The Stolen,"Action, Adventure, Drama",5.3,TV-14
The Student,Thriller,4.4,Unrated
The Super,"Horror, Thriller",5.5,R
The Take,"Crime, Drama, Thriller",7.8,TV-MA
The Taking of Pelham 123,"Action, Crime, Thriller",6.4,R
The Talented Mr. Ripley,"Crime, Drama, Thriller",7.4,R
The Tenth Man,"Drama, War",7.0,Not Rated
The Texas Chainsaw Massacre,"Crime, Horror",6.2,R
The Theory of Everything,"Biography, Drama, Romance",7.7,PG-13
The Tiger Hunter,Comedy,6.0,Not Rated
The Time Machine,"Action, Adventure, Sci-Fi",6.0,PG-13
The Time Traveler's Wife,"Comedy, Drama, Fantasy",7.1,PG-13
The Titan,"Drama, Mystery, Romance",4.8,TV-MA
The Tourist,"Action, Thriller",6.0,PG-13
The Trial,"Drama, Thriller",6.0,PG-13
The Trial of the Chicago 7,"Drama, History, Thriller",7.8,R
The Tribe,"Drama, Romance, Sci-Fi",7.6,TV-PG
The Tribes of Palos Verdes,Drama,5.8,R
The Trigger Effect,"Drama, Thriller",5.7,R
The Trip to Spain,"Adventure, Comedy, Drama",6.6,Unrated
The Trust,"Crime, Thriller",5.4,R
The Tuxedo,"Action, Comedy, Sci-Fi",5.4,PG-13
The Two Popes,"Comedy, Drama",7.6,PG-13
The Ugly Truth,"Comedy, Romance",6.4,R
The Underclass,Drama,6.4,TV-MA
The Unknown Known,"Documentary, Biography, History",7.1,PG-13
The Vatican Tapes,"Horror, Thriller",4.8,PG-13
The Vault,"Crime, Horror, Mystery",4.9,Not Rated
The Water Diviner,"Drama, History, War",7.0,R
The Waterboy,"Comedy, Sport",6.1,PG-13
The Wedding Party,Comedy,4.8,Not Rated
The Week Of,Comedy,5.2,TV-14
The Willoughbys,"Animation, Adventure, Comedy",6.4,PG
The Wishing Tree,Family,6.2,TV-G
The Workshop,Documentary,4.3,Not Rated
The World Is Not Enough,"Action, Adventure, Crime",6.4,PG-13
The World We Make,Drama,5.2,PG
The Wrong Babysitter,Thriller,3.6,TV-14
The Wrong Missy,"Comedy, Romance",5.7,TV-MA
The Young Messiah,"Drama, Fantasy",5.7,PG-13
"Thelonious Monk: Straight, No Chaser","Documentary, Biography, Music",7.6,PG-13
There Will Be Blood,Drama,8.2,R
Black Hollywood: 'They've Gotta Have Us',Documentary,7.7,TV-14
"Thi Mai, rumbo a Vietnam","Comedy, Family",6.0,TV-14
Thiago Ventura: Pokas,Comedy,6.8,TV-MA
Thomas and Friends: Thomas's Snowy Surprise,Family,6.0,TV-Y
Thong Dee Fun Khao,Action,5.7,Not Rated
Thor: Ragnarok,"Action, Adventure, Comedy",7.9,PG-13
Thor: Tales of Asgard,"Animation, Action, Adventure, Fantasy, Sci-Fi",6.3,Not Rated
Thorne: Sleepyhead,"Crime, Drama, Mystery",6.8,TV-MA
Three,"Drama, Romance, Thriller",4.9,TV-MA
Thumper,"Crime, Drama, Thriller",5.9,Not Rated
Thunderbolt,"Crime, Drama, Film-Noir",6.5,Passed
Tiffany Haddish: Black Mitzvah,Comedy,6.2,TV-MA
Tiffany Haddish: She Ready! From the Hood to Hollywood,Comedy,6.7,TV-MA
Tig,Documentary,7.4,TV-14
Tig Notaro: Happy To Be Here,Comedy,6.7,TV-14
Tiger,"Documentary, Biography, Sport",7.8,TV-MA
Tigertail,Drama,6.5,PG
Til Death Do Us Part,Thriller,4.6,PG-13
Tim Allen: Men Are Pigs,"Documentary, Comedy",6.2,Not Rated
Tim Minchin So F**king Rock,"Comedy, Music",8.1,Not Rated
Time Please,Romance,7.1,Not Rated
Time Share,"Comedy, Family, Romance",5.7,PG
Time Trap,"Action, Adventure, Mystery",6.3,Not Rated
Tinker Bell and the Legend of the NeverBeast,"Animation, Adventure, Family, Fantasy",7.2,G
Tinker Tailor Soldier Spy,"Drama, Mystery, Thriller",7.1,R
To All the Boys: P.S. I Still Love You,"Comedy, Drama, Romance",6.0,TV-14
To and from New York,"Drama, Romance",5.6,Unrated
To the Bone,Drama,6.8,TV-MA
Toast of London,Comedy,8.2,TV-MA
Toc Toc,Comedy,6.8,TV-MA
Todd Barry: Spicy Honey,Comedy,6.8,TV-14
Todd Glass: Stand-Up Special,Comedy,6.2,Not Rated
Toilet - Ek Prem Katha,"Comedy, Drama",7.2,Not Rated
Tom Papa: Live in New York City,Comedy,7.2,Not Rated
Tom Segura: Ball Hog,Comedy,7.3,TV-MA
Tom Segura: Completely Normal,"Documentary, Comedy",7.8,Not Rated
Tom Segura: Mostly Stories,Comedy,7.6,TV-MA
Tomorrow Never Dies,"Action, Adventure, Thriller",6.5,PG-13
Tony Parker: The Final Shot,"Documentary, Biography, Sport",6.7,TV-14
Tony Robbins: I Am Not Your Guru,Documentary,6.7,Not Rated
Too Young the Hero,"Biography, Drama, War",6.9,Not Rated
Torbaaz,"Action, Drama, Sport",6.7,TV-MA
Toro,"Action, Adventure, Crime",5.9,PG-13
Tortilla Soup,"Comedy, Romance, Drama",6.7,PG-13
Total Frat Movie,Comedy,4.3,Not Rated
Total Recall,"Action, Sci-Fi, Thriller",7.5,R
Tracers,"Action, Crime, Drama",5.6,PG-13
Trailer Park Boys: Countdown to Liquor Day,"Comedy, Crime",7.4,R
Trailer Park Boys: The Animated Series,"Animation, Comedy",7.5,TV-MA
Trailer Park Boys: The Movie,"Comedy, Crime",7.2,R
Trainspotting,Drama,8.1,R
Traitor,"Action, Crime, Drama",7.0,PG-13
Transcendence,"Action, Drama, Sci-Fi",6.2,PG-13
Trash,"Adventure, Crime, Drama",7.2,R
Trash Fire,"Comedy, Drama, Horror",5.8,R
Travis Scott: Look Mom I Can Fly,"Documentary, Music",6.3,TV-MA
Tremors,"Comedy, Horror",7.1,PG-13
Tremors 3: Back to Perfection,"Action, Comedy, Horror, Sci-Fi, Thriller",5.3,PG
Tremors 4: The Legend Begins,"Action, Adventure, Comedy, Horror, Sci-Fi, Thriller, Western",5.3,PG-13
Tremors: Shrieker Island,"Action, Adventure, Comedy, Horror, Sci-Fi, Thriller",5.5,PG-13
Trespass Against Us,"Action, Crime, Drama",5.8,R
Trevor Noah: Afraid of the Dark,Comedy,7.3,TV-MA
Trevor Noah: Son of Patricia,Comedy,7.3,TV-MA
Trimurti,"Action, Drama",4.8,Not Rated
Trip to Bhangarh: Asia's Most Haunted Place,"Horror, Thriller",2.4,Unrated
Triple 9,"Action, Crime, Thriller",6.3,R
Triple Frontier,"Action, Adventure, Crime",6.4,R
Triple Threat,"Action, Thriller",5.6,R
A Triumph of the Heart: The Ricky Bell Story,"Biography, Drama, Sport",7.4,Not Rated
Troy: The Odyssey,"Action, Adventure, Fantasy",2.6,TV-14
True Grit,"Drama, Western",7.6,PG-13
True Memoirs of an International Assassin,"Action, Comedy, Crime",5.9,TV-14
True to the Game,"Crime, Thriller",5.3,R
Trumbo,"Biography, Crime, Drama",7.5,R
Truth or Dare,"Horror, Thriller",5.2,PG-13
Tucker and Dale vs Evil,"Comedy, Horror",7.5,R
Tukaram,"Biography, Drama, History",7.3,Not Rated
Tuna Girl,"Comedy, Drama",5.9,TV-PG
Tunisian Victory,"Documentary, War",6.7,Approved
Turbo,"Animation, Adventure, Comedy",6.4,PG
Tusk,"Comedy, Drama, Horror",5.3,R
You Only Live Twice,"Action, Adventure, Thriller",6.9,PG
Two Graves,Thriller,4.3,TV-MA
Two Lovers and a Bear,"Adventure, Drama, Romance",6.1,R
Tyson,"Documentary, Biography, Sport",7.5,R
U Turn,"Crime, Drama, Thriller",6.7,R
U-Turn,"Crime, Horror, Mystery",7.0,Not Rated
Udaan,Drama,8.2,Not Rated
Udta Punjab,"Action, Crime, Drama",7.8,Not Rated
Ugly,"Crime, Drama, Mystery",8.0,Not Rated
Una,Drama,6.2,R
Unaccompanied Minors,"Adventure, Comedy, Family",5.3,PG
Unbreakable Kimmy Schmidt: Kimmy vs the Reverend,"Adventure, Comedy, Mystery, Romance, Sci-Fi",7.0,TV-14
Unbridled,Drama,6.8,PG-13
Uncertain Glory,"Crime, Drama, Romance",7.1,Approved
Uncorked,Drama,6.3,TV-MA
Uncovered,Thriller,5.7,R
Uncut Gems,"Crime, Drama, Thriller",7.4,R
Undefeated,"Documentary, Sport",7.7,PG-13
Under an Arctic Sky,"Documentary, Short, Adventure",7.1,Not Rated
Under the Eiffel Tower,"Comedy, Romance",5.3,Not Rated
Under the Shadow,"Drama, Fantasy, Horror",6.9,PG-13
Under the Skin,"Drama, Horror, Sci-Fi",6.3,R
Undercover Brother 2,Comedy,3.4,R
Undercover Grandpa,"Action, Comedy, Family",5.2,PG-13
Underdogs,"Drama, Family, Sport",5.9,PG
Unexpectedly Yours,"Comedy, Romance",6.9,TV-14
Unfriended,"Horror, Mystery, Thriller",5.5,R
Ungli,"Crime, Drama, Thriller",5.7,Not Rated
Unicorn Store,"Comedy, Drama, Fantasy",5.5,TV-PG
Unknown,"Action, Mystery, Thriller",6.8,PG-13
Unrest,"Horror, Thriller",5.0,R
Unspeakable Acts,"Biography, Drama",6.2,Not Rated
Up in the Air,"Comedy, Drama, Romance",7.4,R
Uriyadi 2,"Action, Thriller",7.2,Not Rated
Urzila Carlson: Overqualified Loser,Comedy,6.2,TV-MA
USS Indianapolis: Men of Courage,"Action, Drama, History",5.3,R
V for Vendetta,"Action, Drama, Sci-Fi",8.1,R
Valeria,"Comedy, Drama, Romance",6.3,TV-MA
Vampires vs. the Bronx,"Comedy, Horror",5.6,PG-13
Vantage Point,"Action, Crime, Drama",6.6,PG-13
Vaya,Drama,7.5,TV-MA
Veerappan,"Action, Biography, Crime",5.3,Not Rated
Velvet,Drama,8.1,TV-14
Velvet Buzzsaw,"Horror, Mystery, Thriller",5.7,R
Verónica,Horror,6.2,TV-MA
Vettai,Action,6.0,Not Rated
Viceroy's House,"Biography, Drama, History",6.7,Not Rated
Victor,"Biography, Crime, Drama",6.5,PG-13
Viking Destiny,"Action, Adventure, Fantasy",4.3,R
Villain,"Action, Crime, Thriller",6.3,Not Rated
Vincent N Roxxy,"Crime, Drama, Thriller",5.6,R
Vir Das: Abroad Understanding,Comedy,6.9,TV-MA
Vir Das: For India,Comedy,7.8,TV-MA
Vir Das: Losing It,Comedy,7.1,TV-MA
Vivah,"Drama, Musical, Romance",6.6,Not Rated
Voyeur,Documentary,6.2,TV-MA
Scott Pilgrim vs. the World,"Action, Comedy, Fantasy",7.5,PG-13
W.E.,"Drama, History, Romance",6.3,R
Wadjda,"Comedy, Drama",7.5,PG
Waiting...,Comedy,6.7,R
Wake Up Sid,"Comedy, Drama, Romance",7.6,Not Rated
Wakefield,Drama,6.3,R
Walk Away from Love,Romance,7.3,TV-14
Walk. Ride. Rodeo.,"Biography, Drama",6.4,TV-PG
Walking Out,"Adventure, Drama, Mystery",5.8,PG-13
Walt Disney Animation Studios Short Films Collection,"Animation, Adventure, Comedy, Family",7.7,G
Wanda Sykes: Not Normal,Comedy,7.2,TV-MA
War,"Action, Crime, Thriller",6.2,R
War Horse,"Action, Adventure, Drama",7.2,PG-13
War Machine,"Comedy, Drama, War",6.0,TV-MA
War on Everyone,"Action, Comedy, Crime",5.9,R
Wasp Network,"Crime, Drama, Thriller",5.9,TV-MA
Watership Down,"Animation, Adventure, Drama",7.6,PG
Wazir,"Action, Crime, Drama",7.1,Not Rated
We Are Family,"Comedy, Drama, Family",5.6,Not Rated
We Are Your Friends,"Drama, Music, Romance",6.2,R
We Belong Together,Thriller,4.7,TV-14
We Can Be Heroes,"Action, Comedy, Drama",4.7,PG
We Have Always Lived in the Castle,"Drama, Mystery, Thriller",5.6,Not Rated
We Summon the Darkness,"Horror, Music, Thriller",5.2,R
We the Animals,Drama,6.9,R
Welcome,"Comedy, Romance",6.9,Not Rated
Welcome to New York,Drama,5.5,R
Welcome to Sajjanpur,"Comedy, Drama",6.9,Not Rated
Welcome to Sudden Death,"Action, Drama, Thriller",4.2,R
Welcome to Willits,"Horror, Sci-Fi",4.1,Not Rated
What a Girl Wants,"Comedy, Drama, Family",5.8,PG
What Did Jack Do?,"Short, Comedy, Crime",6.5,TV-14
What Happened to Monday,"Action, Crime, Fantasy",6.9,TV-MA
What Happened to Mr Cha?,"Comedy, Drama",4.3,TV-14
What Keeps You Alive,"Horror, Thriller",5.7,R
What Lies Beneath,"Drama, Horror, Mystery",6.6,PG-13
What Still Remains,"Drama, Thriller",4.7,TV-14
What the Fish,"Adventure, Comedy, Drama",5.0,Not Rated
What the Jatt!!,Comedy,4.8,Not Rated
What Would Sophia Loren Do?,"Documentary, Short, Biography",6.7,TV-14
What's Eating Gilbert Grape,Drama,7.7,PG-13
"What's Up, Doc?",Comedy,7.7,G
What's Your Raashee?,"Comedy, Drama, Romance",4.6,Not Rated
Wheelman,"Action, Crime, Thriller",6.4,TV-MA
Wheels of Fortune,Comedy,5.4,R
When We First Met,"Comedy, Fantasy, Romance",6.4,TV-14
Where the Money Is,"Drama, Comedy, Crime",6.3,PG-13
Where's the Money,Comedy,5.1,R
While We're Young,"Comedy, Drama, Mystery",6.3,R
Whipped,"Comedy, Romance",4.5,R
White Christmas,"Comedy, Musical, Romance",7.6,Not Rated
White Fang,"Adventure, Drama",6.7,PG
White Girl,"Crime, Drama",5.7,Not Rated
White Island,Comedy,4.3,Unrated
Whitney Cummings: Money Shot,"Documentary, Comedy",6.2,TV-MA
Why Me?,"Action, Adventure, Comedy",6.0,R
Wild Child,"Comedy, Drama, Romance",6.1,PG-13
Wild Oats,"Action, Adventure, Comedy",5.7,PG-13
Wild Wild West,"Action, Comedy, Sci-Fi",4.9,PG-13
Wildlife,Drama,6.8,PG-13
Wildling,"Drama, Fantasy, Horror",5.5,R
Willy Wonka & the Chocolate Factory,"Family, Fantasy, Musical",7.8,G
Win It All,Comedy,6.2,TV-MA
Winchester,"Biography, Drama, Horror",5.5,PG-13
Wine Country,"Adventure, Comedy, Drama",5.5,R
Winter's Bone,"Drama, Mystery",7.2,R
Wish I Was Here,"Comedy, Drama",6.6,R
Wish Man,"Biography, Drama, Family",7.0,Not Rated
Withdrawn,Drama,6.5,PG
Wolves,"Action, Fantasy, Horror",5.3,R
Woodshock,"Drama, Fantasy, Horror",4.3,R
Woody Woodpecker,"Animation, Adventure, Comedy",4.1,PG
Work It,"Comedy, Music",6.1,TV-14
World Famous Lover,Romance,5.0,TV-MA
World of Winx,"Animation, Action, Comedy",6.9,TV-Y7
World Trade Center,"Drama, History, Thriller",5.9,PG-13
Would You Rather,"Horror, Thriller",5.7,Not Rated
Wrong No.,"Comedy, Romance",6.6,Not Rated
Wyatt Earp,"Adventure, Biography, Crime",6.7,PG-13
XOXO,"Drama, Music",5.3,TV-MA
XX,Horror,4.6,R
xXx,"Action, Adventure, Thriller",5.9,PG-13
xXx: State of the Union,"Action, Adventure, Crime",4.5,PG-13
Y tu mamá también,Drama,7.6,R
Yaara O Dildaara,"Comedy, Drama, Family",5.6,Not Rated
Yamla Pagla Deewana 2,"Action, Comedy",3.4,Not Rated
Yanda Kartavya Aahe,"Comedy, Romance",6.6,Not Rated
Yes Man,"Comedy, Romance",6.8,PG-13
"Yes, God, Yes","Comedy, Drama",6.1,R
Yoga Hosers,"Action, Comedy, Fantasy",4.3,PG-13
You,"Crime, Drama, Romance",7.7,TV-MA
You Don't Mess with the Zohan,Comedy,5.5,PG-13
You Get Me,"Crime, Drama, Romance",4.7,TV-MA
You're My Boss,"Comedy, Romance",6.3,TV-PG
Young Adult,"Comedy, Drama",6.3,R
I Accidentally Domed Your Son,"Action, Comedy, Adventure",2.0,R
"Yours Sincerely, Kanan Gill",Comedy,7.3,TV-MA
"Yours, Mine and Ours","Comedy, Family",7.2,Unrated
Yucatán,Comedy,5.6,TV-MA
Yuva,"Action, Drama, Thriller",7.4,Not Rated
Zach Galifianakis: Live at the Purple Onion,"Documentary, Comedy",7.3,Unrated
Zack and Miri Make a Porno,"Comedy, Romance",6.5,R
Zapped,"Comedy, Family, Fantasy",5.1,TV-G
Zenda,"Drama, Thriller",7.0,Not Rated
Zero,"Comedy, Drama, Romance",5.4,Not Rated
Zindagi Na Milegi Dobara,"Comedy, Drama",8.2,Not Rated
Zipi y Zape y el club de la canica,"Adventure, Comedy, Family",5.5,R
Zodiac,"Crime, Drama, Mystery",7.7,R
Zokkomon,"Action, Adventure, Family",4.1,PG
Zombieland,"Adventure, Comedy, Fantasy",7.6,R
Zoo,"Drama, Mystery, Sci-Fi",6.7,TV-14
Zoom,"Action, Adventure, Comedy",4.4,PG
